id,prediction
245,1257.09
246,1703.5283
247,2272.3298
248,2280.1265
249,1934.8466
250,3122.4497
251,1830.8815
252,2873.2292
253,3246.2034
254,3054.8042
255,2613.604
256,1780.2104
257,984.57916
258,473.51596
259,252.95576
260,51.96744
261,1.7424014
262,0.0
263,0.778468
264,2.247085
265,1.2404366
266,75.639175
267,200.6369
268,347.52994
269,541.0513
270,953.24115
271,1071.6145
272,1163.3534
273,1092.535
274,1420.2915
275,1045.4392
276,767.3366
277,569.5358
278,745.40906
279,653.7675
280,527.24023
281,394.48697
282,207.32077
283,68.91857
284,7.8806024
285,0.9003371
286,0.0
287,0.0
288,0.0
289,0.048748974
290,49.419743
291,202.04153
292,333.5733
293,797.5905
294,1021.69653
295,1377.8932
296,1784.5178
297,2560.4253
298,2292.6792
299,1926.4043
300,1724.5306
301,1976.5771
302,1768.7697
303,1850.106
304,1180.4204
305,633.47797
306,398.4613
307,179.51968
308,39.318584
309,2.1611266
310,1.4780202
311,2.4053416
312,0.0
313,2.9369936
314,64.866516
315,235.9082
316,347.10428
317,766.633
318,1260.1477
319,2034.9696
320,1856.0571
321,2425.6743
322,2703.2234
323,2297.373
324,2104.8362
325,1801.8868
326,1594.7911
327,1016.36743
328,725.82855
329,421.6665
330,229.59715
331,137.90843
332,19.300524
333,2.1948166
334,1.2568222
335,2.272373
336,2.0155563
337,5.046979
338,37.33981
339,92.79947
340,213.78087
341,353.62982
342,757.8941
343,1132.2083
344,1240.5247
345,1445.0724
346,1355.0298
347,1533.2058
348,1684.4141
349,944.60364
350,1063.8333
351,1131.514
352,648.35443
353,342.51968
354,201.99861
355,122.77123
356,29.896652
357,1.68795
358,1.3759651
359,1.5640881
360,2.5772915
361,4.160257
362,32.451458
363,158.3236
364,263.91708
365,426.43106
366,842.4848
367,858.8934
368,2056.0876
369,1811.9628
370,2057.45
371,2378.9287
372,1731.9756
373,1256.124
374,1152.3715
375,1224.8016
376,1192.4146
377,557.9219
378,202.59027
379,99.86924
380,19.708
381,2.6820636
382,1.487969
383,2.4174232
384,3.3038082
385,6.0078073
386,57.093174
387,135.17993
388,306.0608
389,488.6075
390,581.7069
391,742.97186
392,1009.5132
393,1198.4888
394,1277.9731
395,1487.5842
396,1536.6382
397,1236.8564
398,1244.4624
399,1331.9634
400,1016.7857
401,837.5673
402,572.0056
403,230.98155
404,83.64853
405,2.7743502
406,2.5774028
407,11.384228
408,17.511045
409,28.322037
410,132.27168
411,298.12656
412,729.6074
413,1707.621
414,2740.7012
415,3687.29
416,3914.6946
417,4515.1787
418,4387.989
419,4250.846
420,3741.9565
421,3581.3618
422,3306.8723
423,2906.4998
424,2327.759
425,1168.5302
426,568.25916
427,358.1897
428,164.17862
429,11.962849
430,8.717026
431,7.6574116
432,31.39063
433,55.501568
434,169.76524
435,380.3146
436,822.66144
437,1155.1191
438,2086.6028
439,2858.719
440,4041.1519
441,3988.397
442,3542.4678
443,1611.7117
444,1238.3717
445,877.4335
446,1300.4679
447,1518.5746
448,1074.3007
449,604.75745
450,325.6386
451,166.17041
452,54.883583
453,21.796824
454,28.370413
455,27.452152
456,0.0
457,4.478893
458,92.30522
459,193.99487
460,478.2162
461,978.1795
462,1788.9221
463,3304.4294
464,3916.5955
465,3987.8984
466,4080.5095
467,3681.2734
468,3360.147
469,3171.2312
470,3022.0469
471,2505.1746
472,2262.9285
473,1370.3533
474,648.5794
475,455.5324
476,218.90005
477,46.578506
478,35.847237
479,37.901367
480,29.349554
481,38.222984
482,112.05772
483,291.67505
484,632.016
485,1158.4292
486,1712.1675
487,2427.807
488,3387.552
489,3639.952
490,3338.326
491,3102.229
492,3081.831
493,2865.5476
494,2926.6987
495,2377.9297
496,1897.3743
497,1237.4653
498,616.78186
499,423.9053
500,177.7135
501,13.6710825
502,10.079208
503,32.22827
504,21.162443
505,28.676968
506,134.23738
507,316.35645
508,804.61
509,1445.7162
510,2003.3811
511,3481.8354
512,3756.2642
513,4153.642
514,4283.817
515,3615.5872
516,2802.258
517,2336.293
518,2289.5732
519,1746.5918
520,1620.8153
521,952.77124
522,498.36145
523,293.7267
524,67.484344
525,1.7986399
526,4.4960847
527,0.8338795
528,0.0
529,0.0
530,63.907345
531,117.24211
532,305.01483
533,500.44168
534,840.2035
535,1152.7552
536,1313.655
537,1334.9149
538,2833.732
539,3514.8096
540,3687.061
541,3546.4907
542,2773.1577
543,2180.547
544,1392.301
545,851.977
546,394.79416
547,301.31702
548,157.13814
549,21.546741
550,23.194746
551,18.631899
552,6.9426756
553,7.3290014
554,52.459496
555,81.88681
556,125.78475
557,182.3466
558,413.6687
559,969.5023
560,1438.1833
561,1555.9248
562,1290.3206
563,1417.961
564,1423.4922
565,2333.961
566,1738.2264
567,1793.4213
568,1355.5101
569,839.09155
570,348.51395
571,198.6265
572,51.1904
573,1.0327964
574,0.9558269
575,1.0818107
576,0.0
577,0.0
578,79.78314
579,206.38419
580,553.7453
581,1295.2318
582,2120.2676
583,3027.0317
584,3015.4878
585,3183.9277
586,3518.909
587,3711.6353
588,2814.281
589,2359.6765
590,2272.1394
591,1677.3997
592,1124.883
593,732.40326
594,283.9782
595,159.32451
596,59.96132
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,85.00186
603,237.03928
604,593.29834
605,1301.5303
606,2017.5403
607,2824.594
608,3779.1516
609,3732.414
610,3765.6763
611,3808.5088
612,3599.1052
613,3254.9856
614,2217.3267
615,1803.5586
616,1268.1724
617,903.16003
618,517.1047
619,346.76505
620,153.10529
621,8.245053
622,0.0
623,0.0
624,2.0929985
625,17.853363
626,117.61024
627,274.79327
628,301.02362
629,363.7739
630,619.2354
631,791.4829
632,1067.8298
633,1901.7272
634,1473.6401
635,680.9584
636,1479.3485
637,749.2698
638,878.1832
639,671.06866
640,440.8711
641,276.33322
642,168.305
643,83.7442
644,23.38572
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,22.083942
651,76.15564
652,128.74188
653,216.4036
654,340.42844
655,592.71423
656,752.73376
657,816.0568
658,739.1687
659,591.3575
660,835.9469
661,889.1933
662,746.3634
663,894.7544
664,662.60004
665,450.4562
666,256.04388
667,123.2998
668,21.835047
669,0.0
670,0.0
671,0.0
672,0.0
673,9.174957
674,148.86446
675,283.81314
676,573.1059
677,1230.7166
678,2105.7063
679,2525.3633
680,3591.2063
681,3934.3933
682,3862.1758
683,4076.756
684,3394.12
685,2470.5269
686,2004.6644
687,1655.889
688,1349.3396
689,730.80145
690,442.62158
691,286.55878
692,76.877335
693,0.0
694,0.0
695,0.0
696,1.9866925
697,0.0
698,82.19507
699,247.75543
700,234.35356
701,227.23805
702,365.76938
703,684.66223
704,2456.901
705,1936.4233
706,2670.5757
707,3319.6724
708,2559.292
709,2154.9631
710,1934.5757
711,1547.9484
712,1113.2397
713,632.7212
714,482.5628
715,165.74794
716,82.02467
717,0.0
718,0.0
719,0.0
720,5.651087
721,5.332866
722,3.5596948
723,4.418606
724,74.11391
725,223.0828
726,471.9103
727,640.24805
728,780.71576
729,752.61194
730,797.98627
731,673.97363
732,514.2631
733,414.59143
734,436.96948
735,267.64948
736,217.91103
737,120.77574
738,30.318123
739,1.9250431
740,0.0
741,0.0
742,0.43862507
743,0.70862114
744,5.299756
745,5.258858
746,7.291076
747,34.553783
748,134.78362
749,258.75217
750,542.8796
751,740.87756
752,745.2702
753,841.21545
754,700.52826
755,730.1716
756,700.85504
757,588.5199
758,411.1393
759,348.9982
760,173.92264
761,112.741135
762,52.017193
763,19.977228
764,12.983199
765,9.818186
766,17.055489
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,69.23712
774,49.59016
775,172.41025
776,362.79382
777,424.4888
778,651.70667
779,823.9742
780,871.75745
781,687.81934
782,462.8399
783,463.208
784,235.00845
785,97.63723
786,42.898224
787,0.0
788,0.0
789,0.0
790,0.0
791,14.999225
792,7.196419
793,1.6987333
794,8.3824835
795,43.800983
796,96.66013
797,299.58188
798,308.3112
799,403.0298
800,637.41785
801,692.99896
802,784.47864
803,622.4249
804,728.9701
805,674.374
806,590.44434
807,471.66467
808,318.99896
809,114.76447
810,36.893467
811,0.0
812,0.0
813,0.0
814,0.0
815,1.490079
816,1.8224884
817,4.0964837
818,12.72549
819,87.10925
820,122.61618
821,364.86877
822,550.2016
823,687.98004
824,945.9169
825,1095.2834
826,1080.4668
827,1044.2936
828,906.40704
829,742.20013
830,566.1067
831,620.90906
832,572.2126
833,382.84857
834,118.89551
835,26.728611
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,24.411833
845,183.76572
846,231.74529
847,659.02094
848,902.12427
849,1112.0586
850,811.6631
851,709.72046
852,695.74243
853,651.2414
854,718.33154
855,648.5744
856,489.8079
857,188.20207
858,89.14008
859,11.743061
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,25.083132
869,63.351254
870,160.71487
871,286.8233
872,465.28763
873,840.01685
874,1098.292
875,1167.2184
876,1063.5436
877,745.5344
878,674.0592
879,640.9919
880,504.29477
881,171.42215
882,97.09047
883,49.902905
884,14.156317
885,1.2266259
886,0.0
887,0.0
888,0.0
889,0.0
890,3.3115582
891,15.242452
892,37.335114
893,47.549934
894,60.52115
895,100.8207
896,223.45702
897,237.74133
898,482.5061
899,757.6391
900,942.6872
901,631.69324
902,550.42365
903,542.80237
904,240.49152
905,120.42028
906,79.48424
907,30.656734
908,6.6252995
909,2.8593965
910,2.620608
911,17.107967
912,8.885994
913,1.1598903
914,10.786352
915,31.162638
916,79.922386
917,180.79102
918,470.62115
919,615.3023
920,617.31323
921,732.5266
922,698.107
923,667.5123
924,804.61694
925,699.14594
926,664.976
927,552.37964
928,267.09137
929,127.46064
930,69.110535
931,15.0704975
932,0.0
933,0.0
934,0.0
935,0.0
936,2.8136802
937,4.4321146
938,12.395868
939,24.916994
940,52.385788
941,86.5781
942,188.9306
943,469.92953
944,676.41724
945,683.4922
946,526.5032
947,556.3674
948,436.78638
949,378.72095
950,219.89723
951,148.18698
952,97.269066
953,63.6102
954,59.699932
955,19.593166
956,4.828769
957,1.5182511
958,13.833356
959,9.819409
960,0.0
961,1.32134
962,4.851199
963,28.555069
964,74.879654
965,208.74294
966,527.0924
967,625.46014
968,609.3493
969,516.5047
970,751.6858
971,443.67606
972,632.05225
973,710.88513
974,646.215
975,633.3095
976,411.39392
977,187.93007
978,90.1481
979,39.687534
980,8.802563
981,1.3543209
982,0.0
983,0.0
984,1.3349899
985,2.870243
986,17.952742
987,46.791878
988,103.73461
989,160.61342
990,286.607
991,437.88257
992,502.9025
993,430.5122
994,462.79883
995,430.30563
996,356.94678
997,112.95543
998,120.52858
999,103.2426
1000,91.48641
1001,69.66934
1002,48.007767
1003,8.930173
1004,0.0
1005,0.23607078
1006,0.0
1007,3.3510404
1008,0.0
1009,0.0
1010,9.847664
1011,58.497555
1012,87.38948
1013,204.26234
1014,216.36543
1015,378.21024
1016,498.48486
1017,654.09143
1018,595.9739
1019,318.25327
1020,420.8207
1021,422.63058
1022,435.49374
1023,383.25327
1024,190.87823
1025,115.880745
1026,70.290955
1027,39.192986
1028,9.102775
1029,1.4200019
1030,0.8121505
1031,2.3054764
1032,0.0
1033,4.2482734
1034,23.37181
1035,73.02802
1036,131.51302
1037,236.19656
1038,267.05716
1039,593.05316
1040,513.17017
1041,604.8569
1042,636.5362
1043,560.1172
1044,533.5422
1045,335.20764
1046,384.64328
1047,184.97012
1048,136.24051
1049,84.81999
1050,43.76299
1051,28.920738
1052,3.781025
1053,2.7673602
1054,1.5091506
1055,3.0720487
1056,1.4150063
1057,5.4815474
1058,9.391432
1059,21.589798
1060,49.905228
1061,72.27687
1062,230.29568
1063,375.3525
1064,297.84174
1065,315.70462
1066,464.47217
1067,448.1725
1068,335.58542
1069,112.3938
1070,121.96192
1071,303.84753
1072,115.552734
1073,72.42297
1074,42.209248
1075,28.72279
1076,5.2469525
1077,2.755956
1078,0.8131195
1079,0.30138248
1080,0.16697742
1081,8.996339
1082,10.993173
1083,40.225452
1084,59.34866
1085,89.900085
1086,219.16039
1087,241.55125
1088,391.83582
1089,366.34888
1090,542.10974
1091,710.2155
1092,434.25507
1093,388.5616
1094,331.45044
1095,335.68524
1096,207.08092
1097,109.71689
1098,32.267025
1099,20.084194
1100,2.07016
1101,1.9118829
1102,0.0
1103,0.0
1104,0.32382601
1105,4.5319915
1106,13.32525
1107,35.153095
1108,73.82522
1109,96.82997
1110,109.90138
1111,177.76056
1112,319.4167
1113,265.9908
1114,217.28143
1115,272.95068
1116,390.84955
1117,172.31744
1118,304.48956
1119,215.77661
1120,189.60132
1121,135.67818
1122,104.171
1123,42.968437
1124,16.260992
1125,4.346536
1126,2.4609542
1127,1.4965042
1128,14.894797
1129,16.75481
1130,45.766327
1131,102.664154
1132,201.28415
1133,417.52002
1134,646.6989
1135,830.7296
1136,901.17316
1137,930.63794
1138,926.75885
1139,845.3041
1140,817.1369
1141,778.6852
1142,679.5631
1143,550.29645
1144,476.49857
1145,290.58237
1146,179.84152
1147,79.36162
1148,33.16126
1149,12.688922
1150,10.1475935
1151,8.317915
1152,30.931688
1153,41.521526
1154,73.732185
1155,136.47607
1156,328.087
1157,336.70502
1158,458.2481
1159,624.7341
1160,786.81024
1161,738.7298
1162,720.3783
1163,413.63165
1164,427.14194
1165,279.98575
1166,258.69913
1167,330.76184
1168,212.82808
1169,124.175026
1170,73.71952
1171,39.67292
1172,17.766577
1173,20.230623
1174,27.7
1175,27.569517
1176,0.0
1177,4.0414643
1178,26.411667
1179,54.01455
1180,155.90062
1181,302.94534
1182,460.45117
1183,620.6095
1184,861.3424
1185,830.56213
1186,899.82007
1187,905.1054
1188,826.484
1189,723.6386
1190,672.25714
1191,586.21436
1192,517.54944
1193,393.2496
1194,188.79506
1195,125.41681
1196,74.6978
1197,40.67785
1198,35.370174
1199,37.027267
1200,32.11612
1201,28.072937
1202,45.604763
1203,132.34697
1204,229.26584
1205,296.11362
1206,299.4263
1207,462.52606
1208,659.41376
1209,783.75433
1210,668.6659
1211,669.9931
1212,636.6465
1213,627.15295
1214,553.95593
1215,436.63452
1216,391.86395
1217,318.9054
1218,177.45168
1219,93.44922
1220,33.16792
1221,13.235912
1222,11.406897
1223,33.878376
1224,20.61554
1225,19.509562
1226,25.060173
1227,83.542595
1228,223.02188
1229,330.76266
1230,321.29578
1231,675.4648
1232,728.55695
1233,719.9859
1234,780.03546
1235,611.81036
1236,423.2954
1237,389.0705
1238,323.36652
1239,282.05927
1240,291.4636
1241,220.7257
1242,113.75213
1243,72.81167
1244,11.503851
1245,0.96725935
1246,4.082105
1247,0.52848405
1248,0.0
1249,0.0
1250,9.595664
1251,21.216036
1252,48.924644
1253,108.57026
1254,175.44812
1255,380.5402
1256,376.9721
1257,359.19638
1258,816.4398
1259,804.05505
1260,691.00903
1261,643.91846
1262,402.72287
1263,231.57353
1264,175.00487
1265,203.42302
1266,102.907486
1267,54.6833
1268,23.083885
1269,13.554048
1270,21.460703
1271,21.258974
1272,5.518289
1273,9.160772
1274,13.036857
1275,4.155417
1276,19.314423
1277,23.708288
1278,63.959694
1279,285.87997
1280,327.57715
1281,376.3716
1282,356.9529
1283,319.82465
1284,348.06085
1285,520.28937
1286,353.91205
1287,281.10895
1288,226.66544
1289,189.59653
1290,85.669785
1291,36.22848
1292,7.273096
1293,0.0
1294,0.12115041
1295,1.4550501
1296,0.0
1297,0.0
1298,6.155159
1299,55.961834
1300,153.81746
1301,227.3887
1302,337.19055
1303,550.3665
1304,509.87738
1305,424.60474
1306,394.49918
1307,423.88782
1308,308.08627
1309,216.30942
1310,207.48457
1311,132.09927
1312,112.14664
1313,122.37378
1314,27.82032
1315,0.72675735
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,13.966427
1323,63.6196
1324,143.80255
1325,227.70253
1326,268.2611
1327,430.44107
1328,654.3765
1329,647.8861
1330,661.39795
1331,583.2158
1332,527.608
1333,347.40485
1334,237.95468
1335,161.4765
1336,167.6441
1337,204.79553
1338,110.34869
1339,82.12558
1340,41.276913
1341,2.1352034
1342,0.0
1343,0.0
1344,1.1749265
1345,10.513397
1346,22.814053
1347,56.830788
1348,61.158554
1349,76.84277
1350,163.54951
1351,250.00024
1352,182.41473
1353,490.9014
1354,410.7308
1355,81.924866
1356,287.8832
1357,130.55981
1358,321.1149
1359,258.61057
1360,119.48928
1361,46.196815
1362,31.864504
1363,13.993203
1364,0.7605685
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,11.552629
1372,24.884583
1373,46.69201
1374,88.3412
1375,128.21776
1376,271.55188
1377,310.38208
1378,260.20895
1379,133.06812
1380,161.50797
1381,103.23781
1382,148.52428
1383,271.92343
1384,155.83388
1385,96.664925
1386,45.00809
1387,33.29508
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,17.874144
1395,63.03042
1396,89.9684
1397,244.87163
1398,180.65833
1399,455.4735
1400,658.22986
1401,655.5313
1402,625.12054
1403,585.2941
1404,403.75568
1405,244.6382
1406,249.07973
1407,130.43312
1408,174.99184
1409,77.310265
1410,92.69223
1411,26.428041
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,1.1889539
1417,0.0
1418,14.993604
1419,59.51115
1420,33.014767
1421,41.230278
1422,153.2122
1423,247.87212
1424,492.65872
1425,381.03183
1426,379.4412
1427,568.6914
1428,390.75958
1429,404.6698
1430,399.35754
1431,243.44753
1432,249.37543
1433,102.95197
1434,69.843506
1435,23.06121
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,27.68302
1441,28.17773
1442,22.030443
1443,10.559483
1444,55.6575
1445,197.56084
1446,376.872
1447,563.14026
1448,731.4223
1449,737.92615
1450,740.63367
1451,722.483
1452,541.661
1453,333.5304
1454,468.61734
1455,291.54294
1456,182.36624
1457,133.2706
1458,49.03589
1459,12.92598
1460,13.481759
1461,18.337788
1462,33.51326
1463,27.69144
1464,18.823442
1465,22.497917
1466,15.14997
1467,32.888306
1468,94.731606
1469,205.74028
1470,402.68628
1471,603.1124
1472,607.4647
1473,712.8442
1474,583.6115
1475,667.94714
1476,649.2543
1477,416.64133
1478,338.6001
1479,338.1355
1480,160.98291
1481,114.52797
1482,56.432186
1483,35.6121
1484,19.083185
1485,19.898787
1486,44.606018
1487,0.0
1488,11.45592
1489,16.618969
1490,0.0
1491,0.0
1492,17.436422
1493,23.631332
1494,0.0
1495,88.19053
1496,274.9553
1497,374.20728
1498,704.79913
1499,787.6655
1500,770.33215
1501,534.3532
1502,493.62817
1503,479.56952
1504,243.16183
1505,117.61478
1506,63.377563
1507,2.2073312
1508,0.0
1509,0.0
1510,0.0
1511,39.23367
1512,34.030632
1513,19.589722
1514,15.293347
1515,44.287636
1516,84.13708
1517,242.1519
1518,190.37103
1519,301.2362
1520,534.0685
1521,597.3949
1522,704.42737
1523,669.0551
1524,662.70764
1525,630.58795
1526,516.7021
1527,422.44293
1528,273.75497
1529,125.76176
1530,56.328583
1531,23.351492
1532,5.028552
1533,9.61003
1534,19.362345
1535,16.565529
1536,12.127224
1537,17.133303
1538,37.505444
1539,109.67421
1540,215.30537
1541,345.43814
1542,456.16553
1543,538.9568
1544,783.68744
1545,920.05005
1546,897.5121
1547,865.7817
1548,780.0843
1549,636.1988
1550,573.40515
1551,562.68304
1552,554.7814
1553,332.6573
1554,109.21604
1555,19.468704
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,101.71199
1566,242.64496
1567,520.67694
1568,763.7241
1569,829.9215
1570,785.22577
1571,684.14056
1572,657.7897
1573,622.9227
1574,652.42584
1575,584.84094
1576,472.14157
1577,261.93524
1578,92.800064
1579,29.301983
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,104.24631
1591,206.0134
1592,402.91177
1593,798.9983
1594,882.4863
1595,928.3821
1596,949.8057
1597,678.1029
1598,525.228
1599,562.29016
1600,425.77466
1601,202.90282
1602,117.96377
1603,67.036674
1604,30.631962
1605,2.3536587
1606,15.230421
1607,17.65638
1608,13.247864
1609,3.5364506
1610,11.3748045
1611,16.50508
1612,45.174896
1613,48.581688
1614,60.617508
1615,87.92932
1616,184.31508
1617,221.88013
1618,418.87515
1619,679.3032
1620,909.8834
1621,589.7065
1622,522.8275
1623,447.21765
1624,302.36932
1625,164.21178
1626,102.858925
1627,38.967175
1628,11.0427
1629,6.679327
1630,18.15038
1631,29.62239
1632,20.187037
1633,5.4814577
1634,15.501069
1635,39.25522
1636,77.35852
1637,175.61697
1638,450.31708
1639,611.39734
1640,671.9652
1641,677.3882
1642,678.2376
1643,656.56647
1644,787.379
1645,728.0286
1646,468.58295
1647,486.288
1648,310.61063
1649,124.5284
1650,76.65384
1651,19.606516
1652,8.1591835
1653,4.5415707
1654,9.900693
1655,6.4088006
1656,12.556721
1657,8.999515
1658,17.893913
1659,30.337797
1660,55.618164
1661,85.14026
1662,166.7132
1663,378.78485
1664,669.92615
1665,726.09
1666,581.1495
1667,509.4072
1668,536.8948
1669,395.1317
1670,206.42548
1671,148.94133
1672,120.05759
1673,83.96954
1674,71.890045
1675,26.494455
1676,9.081578
1677,10.680399
1678,11.3119755
1679,8.836838
1680,6.730287
1681,7.844171
1682,13.174437
1683,39.183876
1684,75.8338
1685,164.38618
1686,459.78467
1687,613.5364
1688,611.7694
1689,431.6107
1690,634.3569
1691,365.49002
1692,553.8802
1693,549.7623
1694,533.3903
1695,641.6396
1696,436.0076
1697,231.9321
1698,115.82831
1699,52.88511
1700,19.119064
1701,4.946607
1702,10.762202
1703,6.91403
1704,11.757053
1705,6.3871675
1706,22.348537
1707,60.988754
1708,104.110954
1709,134.60107
1710,223.75893
1711,240.69687
1712,476.1218
1713,447.9076
1714,443.90826
1715,451.51016
1716,366.54556
1717,96.723495
1718,130.28177
1719,242.4008
1720,126.799736
1721,89.848175
1722,63.790695
1723,18.03742
1724,7.036531
1725,5.047648
1726,10.919628
1727,4.8097734
1728,3.7430282
1729,3.9509819
1730,14.177729
1731,53.328743
1732,84.0012
1733,129.54282
1734,211.02023
1735,415.33817
1736,604.98486
1737,655.32684
1738,586.40875
1739,365.7903
1740,377.62173
1741,364.17032
1742,385.65393
1743,390.01215
1744,195.2894
1745,113.43695
1746,79.04683
1747,39.902267
1748,17.23516
1749,7.361871
1750,11.888618
1751,3.5242608
1752,9.665986
1753,8.814569
1754,24.030994
1755,71.16295
1756,110.075356
1757,276.27747
1758,269.10535
1759,532.48004
1760,411.698
1761,471.23685
1762,528.64307
1763,443.87292
1764,437.88416
1765,370.33276
1766,328.14944
1767,190.89993
1768,133.92952
1769,90.17911
1770,49.62408
1771,28.686789
1772,9.060257
1773,5.28911
1774,9.790052
1775,8.395848
1776,9.219585
1777,9.499281
1778,13.419837
1779,19.988901
1780,56.50981
1781,59.81205
1782,182.68115
1783,276.85153
1784,314.6033
1785,321.10416
1786,481.87756
1787,480.28696
1788,382.25854
1789,172.61711
1790,159.71619
1791,217.10394
1792,128.2344
1793,73.65059
1794,50.202957
1795,31.882881
1796,10.850522
1797,4.5593305
1798,7.4109917
1799,5.6305795
1800,8.1945
1801,8.62792
1802,15.186676
1803,39.045227
1804,55.787827
1805,78.96187
1806,186.6249
1807,279.33093
1808,298.2533
1809,295.76486
1810,580.2826
1811,609.8457
1812,462.6686
1813,398.98602
1814,240.40411
1815,350.57166
1816,223.33054
1817,122.42847
1818,42.714798
1819,25.541197
1820,9.321545
1821,5.5738783
1822,7.394723
1823,4.477273
1824,6.4655933
1825,9.759391
1826,15.2766905
1827,36.733562
1828,75.308464
1829,99.286606
1830,116.57385
1831,198.07251
1832,338.99075
1833,276.6954
1834,248.38147
1835,305.89288
1836,301.27777
1837,225.12961
1838,313.48257
1839,324.37714
1840,179.3335
1841,128.8708
1842,106.79136
1843,48.1815
1844,30.668747
1845,6.5192366
1846,10.08848
1847,11.509401
1848,18.10056
1849,18.177902
1850,39.185
1851,90.334206
1852,130.57626
